RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
47155,94025,STANDARD,MENLO PARK,CA,PRIMARY,37.45,-122.17,-0.42,-0.67,0.6,NA,US,"Menlo Park, CA",NA-US-CA-MENLO PARK,FALSE,18924,32613,,,
47158,94026,PO BOX,MENLO PARK,CA,PRIMARY,37.47,-122.18,-0.42,-0.67,0.6,NA,US,"Menlo Park, CA",NA-US-CA-MENLO PARK,FALSE,798,1186,72962856,61520.1,
47160,94027,STANDARD,ATHERTON,CA,PRIMARY,37.44,-122.2,-0.42,-0.67,0.6,NA,US,"Atherton, CA",NA-US-CA-ATHERTON,FALSE,3460,6145,925335090,150583,
47162,94028,STANDARD,PORTOLA VALLEY,CA,PRIMARY,37.37,-122.21,-0.42,-0.67,0.6,NA,US,"Portola Valley, CA",NA-US-CA-PORTOLA VALLEY,FALSE,3484,6281,667702023,106305,
47166,95461,STANDARD,MIDDLETOWN,CA,PRIMARY,38.78,-122.58,-0.41,-0.65,0.62,NA,US,"Middletown, CA",NA-US-CA-MIDDLETOWN,FALSE,1737,2984,56244596,18848.7,
47169,95467,STANDARD,HIDDEN VALLEY LAKE,CA,PRIMARY,38.8,-122.55,-0.41,-0.65,0.62,NA,US,"Hidden Valley Lake, CA",NA-US-CA-HIDDEN VALLEY LAKE,FALSE,2033,3858,90398083,23431.3,"no NWS data,"
47171,94030,STANDARD,MILLBRAE,CA,PRIMARY,37.59,-122.4,-0.42,-0.66,0.61,NA,US,"Millbrae, CA",NA-US-CA-MILLBRAE,FALSE,10911,18869,578488707,30658.2,
47172,94941,STANDARD,MILL VALLEY,CA,PRIMARY,37.89,-122.56,-0.42,-0.66,0.61,NA,US,"Mill Valley, CA",NA-US-CA-MILL VALLEY,FALSE,15121,25742,1448126181,56255.4,
47176,94942,PO BOX,MILL VALLEY,CA,PRIMARY,37.9,-122.52,-0.42,-0.66,0.61,NA,US,"Mill Valley, CA",NA-US-CA-MILL VALLEY,FALSE,708,977,31580178,32323.6,
47177,95553,PO BOX,MIRANDA,CA,PRIMARY,40.21,-123.86,-0.42,-0.63,0.64,NA,US,"Miranda, CA",NA-US-CA-MIRANDA,FALSE,341,585,5135264,8778.23,
47178,94037,PO BOX,MONTARA,CA,PRIMARY,37.54,-122.5,-0.42,-0.66,0.6,NA,US,"Montara, CA",NA-US-CA-MONTARA,FALSE,1390,2482,119857005,48290.5,
47179,95462,STANDARD,MONTE RIO,CA,PRIMARY,38.45,-123.01,-0.42,-0.65,0.62,NA,US,"Monte Rio, CA",NA-US-CA-MONTE RIO,FALSE,564,836,15298351,18299.5,
47182,94038,STANDARD,MOSS BEACH,CA,PRIMARY,37.51,-122.5,-0.42,-0.66,0.6,NA,US,"Moss Beach, CA",NA-US-CA-MOSS BEACH,FALSE,1354,2425,90509726,37323.6,
47186,94039,PO BOX,MOUNTAIN VIEW,CA,PRIMARY,37.39,-122.07,-0.42,-0.67,0.6,NA,US,"Mountain View, CA",NA-US-CA-MOUNTAIN VIEW,FALSE,471,688,32743775,47592.7,
47187,94040,STANDARD,MOUNTAIN VIEW,CA,PRIMARY,37.38,-122.08,-0.42,-0.67,0.6,NA,US,"Mountain View, CA",NA-US-CA-MOUNTAIN VIEW,FALSE,15194,26205,1209980132,46173.6,
47190,94041,STANDARD,MOUNTAIN VIEW,CA,PRIMARY,37.38,-122.07,-0.42,-0.67,0.6,NA,US,"Mountain View, CA",NA-US-CA-MOUNTAIN VIEW,FALSE,6865,10999,556719175,50615.4,
47191,94042,PO BOX,MOUNTAIN VIEW,CA,PRIMARY,37.4,-122.08,-0.42,-0.67,0.6,NA,US,"Mountain View, CA",NA-US-CA-MOUNTAIN VIEW,FALSE,505,764,33037242,43242.5,
47192,94043,STANDARD,MOUNTAIN VIEW,CA,PRIMARY,37.41,-122.05,-0.42,-0.67,0.6,NA,US,"Mountain View, CA",NA-US-CA-MOUNTAIN VIEW,FALSE,14062,22824,1083206958,47459.1,
47194,94946,STANDARD,NICASIO,CA,PRIMARY,38.07,-122.68,-0.42,-0.66,0.61,NA,US,"Nicasio, CA",NA-US-CA-NICASIO,FALSE,311,551,26212245,47572.1,
47195,95464,STANDARD,NICE,CA,PRIMARY,39.12,-122.84,-0.42,-0.65,0.63,NA,US,"Nice, CA",NA-US-CA-NICE,FALSE,918,1536,19761183,12865.4,
47196,94945,STANDARD,NOVATO,CA,PRIMARY,38.13,-122.56,-0.42,-0.66,0.61,NA,US,"Novato, CA",NA-US-CA-NOVATO,FALSE,8188,14293,472938291,33088.8,
47199,94947,STANDARD,NOVATO,CA,PRIMARY,38.1,-122.63,-0.42,-0.66,0.61,NA,US,"Novato, CA",NA-US-CA-NOVATO,FALSE,11483,19940,604889691,30335.5,
47200,94948,PO BOX,NOVATO,CA,PRIMARY,38.13,-122.56,-0.42,-0.66,0.61,NA,US,"Novato, CA",NA-US-CA-NOVATO,FALSE,960,1474,34196711,23199.9,
47201,94949,STANDARD,NOVATO,CA,PRIMARY,38.06,-122.54,-0.42,-0.66,0.61,NA,US,"Novato, CA",NA-US-CA-NOVATO,FALSE,8237,14246,477070476,33488,
47206,95465,STANDARD,OCCIDENTAL,CA,PRIMARY,38.41,-123.01,-0.42,-0.65,0.62,NA,US,"Occidental, CA",NA-US-CA-OCCIDENTAL,FALSE,1121,1774,35159762,19819.5,
47212,94044,STANDARD,PACIFICA,CA,PRIMARY,37.6,-122.45,-0.42,-0.66,0.61,NA,US,"Pacifica, CA",NA-US-CA-PACIFICA,FALSE,19084,32334,1118793871,34601.2,
47214,94301,STANDARD,PALO ALTO,CA,PRIMARY,37.44,-122.15,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,8765,14401,1456930509,101169,
47215,94302,PO BOX,PALO ALTO,CA,PRIMARY,37.44,-122.15,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,456,645,25748196,39919.7,
47216,94303,STANDARD,PALO ALTO,CA,PRIMARY,37.45,-122.1,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,18392,34099,1243740903,36474.4,
47219,94304,STANDARD,PALO ALTO,CA,PRIMARY,37.37,-122.18,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,1780,2781,144669287,52020.6,
47220,94305,STANDARD,STANFORD,CA,PRIMARY,37.41,-122.17,-0.42,-0.67,0.6,NA,US,"Stanford, CA",NA-US-CA-STANFORD,FALSE,3657,5084,258000176,50747.5,
47222,94306,STANDARD,PALO ALTO,CA,PRIMARY,37.41,-122.13,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,13078,22810,1304958156,57209.9,
47223,94309,PO BOX,PALO ALTO,CA,PRIMARY,37.41,-122.16,-0.42,-0.67,0.6,NA,US,"Palo Alto, CA",NA-US-CA-PALO ALTO,FALSE,800,946,27967296,29563.7,
47225,94951,STANDARD,PENNGROVE,CA,PRIMARY,38.31,-122.64,-0.42,-0.66,0.62,NA,US,"Penngrove, CA",NA-US-CA-PENNGROVE,FALSE,2137,3579,91311684,25513.2,
47226,94060,STANDARD,PESCADERO,CA,PRIMARY,37.2,-122.3,-0.42,-0.67,0.6,NA,US,"Pescadero, CA",NA-US-CA-PESCADERO,FALSE,761,1410,29342452,20810.2,
47227,94952,STANDARD,PETALUMA,CA,PRIMARY,38.21,-122.76,-0.42,-0.66,0.61,NA,US,"Petaluma, CA",NA-US-CA-PETALUMA,FALSE,15080,25794,695086659,26947.6,
47232,94953,PO BOX,PETALUMA,CA,PRIMARY,38.26,-122.63,-0.42,-0.66,0.61,NA,US,"Petaluma, CA",NA-US-CA-PETALUMA,FALSE,513,788,22361669,28377.8,
47233,94954,STANDARD,PETALUMA,CA,PRIMARY,38.23,-122.56,-0.42,-0.66,0.61,NA,US,"Petaluma, CA",NA-US-CA-PETALUMA,FALSE,17213,31071,831216818,26752.2,
47234,94955,PO BOX,PETALUMA,CA,PRIMARY,38.22,-122.55,-0.42,-0.66,0.61,NA,US,"Petaluma, CA",NA-US-CA-PETALUMA,FALSE,349,564,15086176,26748.5,
47235,94975,PO BOX,PETALUMA,CA,PRIMARY,38.32,-122.64,-0.42,-0.66,0.62,NA,US,"Petaluma, CA",NA-US-CA-PETALUMA,FALSE,462,747,23223073,31088.5,
47240,95466,STANDARD,PHILO,CA,PRIMARY,39.07,-123.52,-0.42,-0.64,0.63,NA,US,"Philo, CA",NA-US-CA-PHILO,FALSE,549,1058,13017693,12304.1,
47242,95468,STANDARD,POINT ARENA,CA,PRIMARY,38.91,-123.58,-0.43,-0.64,0.62,NA,US,"Point Arena, CA",NA-US-CA-POINT ARENA,FALSE,583,978,11012045,11259.8,
47244,94956,STANDARD,POINT REYES STATION,CA,PRIMARY,38.07,-122.86,-0.42,-0.66,0.61,NA,US,"Point Reyes Station, CA",NA-US-CA-POINT REYES STATION,FALSE,898,1406,27814794,19782.9,
47246,95469,STANDARD,POTTER VALLEY,CA,PRIMARY,39.37,-123.02,-0.42,-0.64,0.63,NA,US,"Potter Valley, CA",NA-US-CA-POTTER VALLEY,FALSE,780,1399,21315563,15236.3,
47248,95560,STANDARD,REDWAY,CA,PRIMARY,40.15,-123.89,-0.42,-0.63,0.64,NA,US,"Redway, CA",NA-US-CA-REDWAY,FALSE,1055,1680,12980881,7726.71,
47249,94061,STANDARD,REDWOOD CITY,CA,PRIMARY,37.46,-122.24,-0.42,-0.67,0.6,NA,US,"Redwood City, CA",NA-US-CA-REDWOOD CITY,FALSE,16211,27970,948416853,33908.4,
47251,94062,STANDARD,REDWOOD CITY,CA,PRIMARY,37.4,-122.29,-0.42,-0.67,0.6,NA,US,"Redwood City, CA",NA-US-CA-REDWOOD CITY,FALSE,12946,22552,1430390507,63426.3,
47255,94063,STANDARD,REDWOOD CITY,CA,PRIMARY,37.49,-122.21,-0.42,-0.67,0.6,NA,US,"Redwood City, CA",NA-US-CA-REDWOOD CITY,FALSE,12118,21866,457471414,20921.6,
47256,94064,PO BOX,REDWOOD CITY,CA,PRIMARY,37.46,-122.25,-0.42,-0.67,0.6,NA,US,"Redwood City, CA",NA-US-CA-REDWOOD CITY,FALSE,775,1200,35609802,29674.8,
47257,94065,STANDARD,REDWOOD CITY,CA,PRIMARY,37.53,-122.24,-0.42,-0.67,0.6,NA,US,"Redwood City, CA",NA-US-CA-REDWOOD CITY,FALSE,5765,10134,623906811,61565.7,
47258,95470,STANDARD,REDWOOD VALLEY,CA,PRIMARY,39.32,-123.23,-0.42,-0.64,0.63,NA,US,"Redwood Valley, CA",NA-US-CA-REDWOOD VALLEY,FALSE,2668,4791,89455708,18671.6,
47260,95562,STANDARD,RIO DELL,CA,PRIMARY,40.46,-124.13,-0.42,-0.62,0.64,NA,US,"Rio Dell, CA",NA-US-CA-RIO DELL,FALSE,1202,2147,28716384,13375.1,
47261,94957,PO BOX,ROSS,CA,PRIMARY,37.96,-122.55,-0.42,-0.66,0.61,NA,US,"Ross, CA",NA-US-CA-ROSS,FALSE,1209,2219,211561422,95340.9,
47264,94960,STANDARD,SAN ANSELMO,CA,PRIMARY,37.99,-122.58,-0.42,-0.66,0.61,NA,US,"San Anselmo, CA",NA-US-CA-SAN ANSELMO,FALSE,7177,12561,509438559,40557.2,
47265,94979,PO BOX,SAN ANSELMO,CA,PRIMARY,37.97,-122.56,-0.42,-0.66,0.61,NA,US,"San Anselmo, CA",NA-US-CA-SAN ANSELMO,FALSE,355,493,14888029,30198.8,
47266,94066,STANDARD,SAN BRUNO,CA,PRIMARY,37.62,-122.43,-0.42,-0.66,0.61,NA,US,"San Bruno, CA",NA-US-CA-SAN BRUNO,FALSE,20688,35122,1023743545,29148.2,
47267,94070,STANDARD,SAN CARLOS,CA,PRIMARY,37.49,-122.26,-0.42,-0.67,0.6,NA,US,"San Carlos, CA",NA-US-CA-SAN CARLOS,FALSE,14984,26469,1417809970,53564.9,
47268,94102,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.77,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,12542,16733,480833098,28735.6,
47269,94103,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.77,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,12164,16260,637996774,39237.2,
47270,94104,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.79,-122.4,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,1342,1959,114862914,58633.4,
47271,94105,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.78,-122.39,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,3995,5271,516577533,98003.7,
47272,94107,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.76,-122.39,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,14578,19741,1310454565,66382.4,
47273,94108,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.79,-122.4,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,6848,10020,699476707,69808.1,
47274,94109,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.79,-122.42,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,30286,38763,1860031351,47984.7,
47275,94110,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.74,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,36921,53093,1906798448,35914.3,
47276,94111,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.79,-122.39,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,2758,3905,262714954,67276.6,
47277,94112,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.72,-122.44,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,38528,64941,1464419390,22550,
47278,94114,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.75,-122.43,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,20682,26380,1714366157,64987.3,
47279,94115,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.78,-122.43,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,17978,24064,1423434681,59152,
47280,94116,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.74,-122.48,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,23000,37668,1169972713,31060.1,
47281,94117,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.76,-122.44,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,21795,27878,1499767165,53797.5,
47282,94118,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.78,-122.46,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,20709,30630,1578838639,51545.5,
47283,94119,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.78,-122.45,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,1105,1798,165520596,92058.2,
47285,94121,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.77,-122.49,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,22211,34786,1197296599,34418.9,
47286,94122,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.76,-122.48,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,30443,46850,1466564387,31303.4,
47287,94123,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.8,-122.43,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,14765,19132,1651891750,86341.8,
47288,94124,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.73,-122.38,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,14212,24380,443516394,18191.8,
47290,94126,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.79,-122.39,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,358,476,27405441,57574.5,
47291,94127,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.73,-122.45,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,10351,17250,838910760,48632.5,
47292,94128,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.61,-122.38,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,464,683,22200558,32504.5,
47294,94129,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.79,-122.46,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,1762,2542,172204485,67743.7,
47296,94130,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.81,-122.36,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,966,1387,33246327,23970,
47297,94131,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.74,-122.44,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,15777,22759,1176466899,51692.4,
47298,94132,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.72,-122.48,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,12435,19425,555138500,28578.6,
47299,94133,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.8,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,14116,20583,747484205,36315.6,
47300,94134,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.72,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,19008,32983,677360968,20536.7,
47306,94140,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.75,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,401,625,11709528,18735.2,
47307,94141,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.76,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,304,414,11092499,26793.5,
47308,94142,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.78,-122.41,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,823,1208,24180787,20017.2,
47316,94147,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.8,-122.43,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,437,565,22346322,39551,
47326,94158,STANDARD,SAN FRANCISCO,CA,PRIMARY,37.76,-122.39,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,2027,2706,184600084,68218.8,"no NWS data,"
47327,94159,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.78,-122.45,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,344,479,14127569,29493.9,
47336,94164,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.78,-122.42,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,351,467,13580217,29079.7,
47342,94188,PO BOX,SAN FRANCISCO,CA,PRIMARY,37.74,-122.38,-0.42,-0.66,0.61,NA,US,"San Francisco, CA",NA-US-CA-SAN FRANCISCO,FALSE,515,787,21977822,27926.1,
47343,94963,PO BOX,SAN GERONIMO,CA,PRIMARY,38.02,-122.63,-0.42,-0.66,0.61,NA,US,"San Geronimo, CA",NA-US-CA-SAN GERONIMO,FALSE,294,485,14591953,30086.5,
47345,94401,STANDARD,SAN MATEO,CA,PRIMARY,37.57,-122.32,-0.42,-0.66,0.6,NA,US,"San Mateo, CA",NA-US-CA-SAN MATEO,FALSE,15438,25273,720992978,28528.2,
47346,94402,STANDARD,SAN MATEO,CA,PRIMARY,37.52,-122.35,-0.42,-0.66,0.6,NA,US,"San Mateo, CA",NA-US-CA-SAN MATEO,FALSE,12557,21898,1091668216,49852.4,
47347,94403,STANDARD,SAN MATEO,CA,PRIMARY,37.54,-122.3,-0.42,-0.67,0.6,NA,US,"San Mateo, CA",NA-US-CA-SAN MATEO,FALSE,19779,33305,1237433782,37154.6,
47348,94404,STANDARD,SAN MATEO,CA,PRIMARY,37.55,-122.26,-0.42,-0.67,0.6,NA,US,"San Mateo, CA",NA-US-CA-SAN MATEO,FALSE,16810,29611,1407236709,47524.1,
47354,94901,STANDARD,SAN RAFAEL,CA,PRIMARY,37.97,-122.5,-0.42,-0.66,0.61,NA,US,"San Rafael, CA",NA-US-CA-SAN RAFAEL,FALSE,21498,33561,1034324983,30819.3,
47356,94903,STANDARD,SAN RAFAEL,CA,PRIMARY,38.02,-122.54,-0.42,-0.66,0.61,NA,US,"San Rafael, CA",NA-US-CA-SAN RAFAEL,FALSE,14328,23974,794700161,33148.4,
47360,94904,STANDARD,GREENBRAE,CA,PRIMARY,37.94,-122.56,-0.42,-0.66,0.61,NA,US,"Greenbrae, CA",NA-US-CA-GREENBRAE,FALSE,6122,10158,573733536,56481,
47364,94912,PO BOX,SAN RAFAEL,CA,PRIMARY,37.97,-122.5,-0.42,-0.66,0.61,NA,US,"San Rafael, CA",NA-US-CA-SAN RAFAEL,FALSE,884,1403,27412330,19538.4,
47369,94915,PO BOX,SAN RAFAEL,CA,PRIMARY,37.95,-122.5,-0.42,-0.66,0.61,NA,US,"San Rafael, CA",NA-US-CA-SAN RAFAEL,FALSE,503,710,15439176,21745.3,
47371,95401,STANDARD,SANTA ROSA,CA,PRIMARY,38.44,-122.78,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,15739,26704,552740852,20698.8,
47372,95402,PO BOX,SANTA ROSA,CA,PRIMARY,38.47,-122.6,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,2163,3300,70350742,21318.4,
47373,95403,STANDARD,SANTA ROSA,CA,PRIMARY,38.5,-122.76,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,19303,33257,836069618,25139.7,
47375,95404,STANDARD,SANTA ROSA,CA,PRIMARY,38.45,-122.68,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,17643,29799,818556211,27469.3,
47376,95405,STANDARD,SANTA ROSA,CA,PRIMARY,38.43,-122.67,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,10936,18155,471308229,25960.2,
47377,95406,PO BOX,SANTA ROSA,CA,PRIMARY,38.45,-122.72,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,523,849,16394682,19310.6,
47378,95407,STANDARD,SANTA ROSA,CA,PRIMARY,38.39,-122.75,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,14600,26764,494885664,18490.7,
47380,95409,STANDARD,SANTA ROSA,CA,PRIMARY,38.45,-122.59,-0.42,-0.65,0.62,NA,US,"Santa Rosa, CA",NA-US-CA-SANTA ROSA,FALSE,13123,21790,497580731,22835.3,
47382,94965,STANDARD,SAUSALITO,CA,PRIMARY,37.84,-122.53,-0.42,-0.66,0.61,NA,US,"Sausalito, CA",NA-US-CA-SAUSALITO,FALSE,6697,9393,426240692,45378.5,
47385,94966,PO BOX,SAUSALITO,CA,PRIMARY,37.86,-122.49,-0.42,-0.66,0.61,NA,US,"Sausalito, CA",NA-US-CA-SAUSALITO,FALSE,635,831,22968416,27639.5,
47386,95565,STANDARD,SCOTIA,CA,PRIMARY,40.42,-124.01,-0.42,-0.63,0.64,NA,US,"Scotia, CA",NA-US-CA-SCOTIA,FALSE,447,853,13134306,15397.8,
47387,95472,STANDARD,SEBASTOPOL,CA,PRIMARY,38.4,-122.86,-0.42,-0.65,0.62,NA,US,"Sebastopol, CA",NA-US-CA-SEBASTOPOL,FALSE,13081,21680,493650051,22769.8,
47389,95473,PO BOX,SEBASTOPOL,CA,PRIMARY,38.4,-122.82,-0.42,-0.65,0.62,NA,US,"Sebastopol, CA",NA-US-CA-SEBASTOPOL,FALSE,993,1470,32661997,22219,
47390,95567,STANDARD,SMITH RIVER,CA,PRIMARY,41.93,-124.08,-0.41,-0.61,0.66,NA,US,"Smith River, CA",NA-US-CA-SMITH RIVER,FALSE,897,1663,27215875,16365.5,
47391,95476,STANDARD,SONOMA,CA,PRIMARY,38.24,-122.46,-0.42,-0.66,0.61,NA,US,"Sonoma, CA",NA-US-CA-SONOMA,FALSE,14900,24893,627942566,25225.7,
47394,94080,STANDARD,SOUTH SAN FRANCISCO,CA,PRIMARY,37.65,-122.42,-0.42,-0.66,0.61,NA,US,"South San Francisco, CA",NA-US-CA-SOUTH SAN FRANCISCO,FALSE,30695,53242,1494580412,28071.5,
47398,94083,PO BOX,SOUTH SAN FRANCISCO,CA,PRIMARY,37.64,-122.41,-0.42,-0.66,0.61,NA,US,"South San Francisco, CA",NA-US-CA-SOUTH SAN FRANCISCO,FALSE,588,884,30587721,34601.5,
47404,94970,STANDARD,STINSON BEACH,CA,PRIMARY,37.91,-122.66,-0.42,-0.66,0.61,NA,US,"Stinson Beach, CA",NA-US-CA-STINSON BEACH,FALSE,386,583,16842807,28889.9,
47405,94085,STANDARD,SUNNYVALE,CA,PRIMARY,37.38,-122.01,-0.42,-0.67,0.6,NA,US,"Sunnyvale, CA",NA-US-CA-SUNNYVALE,FALSE,9597,16831,620126925,36844.3,
47406,94086,STANDARD,SUNNYVALE,CA,PRIMARY,37.36,-122.02,-0.42,-0.67,0.6,NA,US,"Sunnyvale, CA",NA-US-CA-SUNNYVALE,FALSE,21695,37637,1544674273,41041.4,
47407,94087,STANDARD,SUNNYVALE,CA,PRIMARY,37.35,-122.03,-0.42,-0.67,0.6,NA,US,"Sunnyvale, CA",NA-US-CA-SUNNYVALE,FALSE,24646,46300,2107080441,45509.3,
47408,94088,PO BOX,SUNNYVALE,CA,PRIMARY,37.39,-122.03,-0.42,-0.67,0.6,NA,US,"Sunnyvale, CA",NA-US-CA-SUNNYVALE,FALSE,919,1427,71257494,49935.2,
47410,94089,STANDARD,SUNNYVALE,CA,PRIMARY,37.42,-122,-0.42,-0.67,0.6,NA,US,"Sunnyvale, CA",NA-US-CA-SUNNYVALE,FALSE,9775,16628,577538750,34732.9,
47411,95481,PO BOX,TALMAGE,CA,PRIMARY,39.12,-123.16,-0.42,-0.64,0.63,NA,US,"Talmage, CA",NA-US-CA-TALMAGE,FALSE,605,1221,13761889,11271,
